Date,Mkt-RF,SMB,HML,RF,Mom   
1970-12-22 00:00:00+00:00,0.0012,0.0017000000000000001,0.001,0.00018999999999999998,-0.0004
1970-12-23 00:00:00+00:00,0.0015,0.0037,0.0008,0.00018999999999999998,-0.0076
1970-12-24 00:00:00+00:00,0.0069,0.0096,-0.0014000000000000002,0.00018999999999999998,-0.0147
1970-12-28 00:00:00+00:00,0.0053,0.0022,0.0005,0.00018999999999999998,-0.005600000000000001
1970-12-29 00:00:00+00:00,0.0111,0.0049,0.0026,0.00018999999999999998,-0.0126
1970-12-30 00:00:00+00:00,0.0018,0.0012,0.0009,0.00018999999999999998,0.0004
1970-12-31 00:00:00+00:00,-0.001,0.0026,-0.0009,0.00018999999999999998,0.0009
1971-01-04 00:00:00+00:00,-0.009899999999999999,0.0054,0.0068000000000000005,0.00018999999999999998,-0.0005
1971-01-05 00:00:00+00:00,0.008199999999999999,0.0066,0.0003,0.00018999999999999998,-0.0148
1971-01-06 00:00:00+00:00,0.0074,0.009000000000000001,0.005,0.00018999999999999998,-0.0092
1971-01-07 00:00:00+00:00,0.0005,0.001,0.0052,0.00018999999999999998,0.0062
1971-01-08 00:00:00+00:00,-0.0013,0.0005,0.0040999999999999995,0.00018999999999999998,0.0045000000000000005
1971-01-11 00:00:00+00:00,-0.0011,0.005,0.0013,0.00018999999999999998,-0.0068000000000000005
1971-01-12 00:00:00+00:00,0.0098,0.008,0.0036,0.00018999999999999998,-0.0144
1971-01-13 00:00:00+00:00,-0.0009,0.0039000000000000003,-0.0022,0.00018999999999999998,-0.0005
1971-01-14 00:00:00+00:00,0.0029,0.0002,0.0016,0.00018999999999999998,-0.0018
1971-01-15 00:00:00+00:00,0.0028000000000000004,0.0042,0.0028000000000000004,0.00018999999999999998,0.0007000000000000001
1971-01-18 00:00:00+00:00,0.0034999999999999996,0.0024,0.0026,0.00018999999999999998,0.0001
1971-01-19 00:00:00+00:00,0.0029,-0.0014000000000000002,-0.0005,0.00018999999999999998,0.0040999999999999995
1971-01-20 00:00:00+00:00,0.0008,0.0034999999999999996,-0.0006,0.00018999999999999998,-0.0014000000000000002
1971-01-21 00:00:00+00:00,0.004699999999999999,0.0049,-0.005699999999999999,0.00018999999999999998,-0.0067
1971-01-22 00:00:00+00:00,0.0067,0.0001,-0.0028000000000000004,0.00018999999999999998,-0.006
1971-01-25 00:00:00+00:00,0.004699999999999999,0.004699999999999999,-0.0055000000000000005,0.00018999999999999998,-0.0077
1971-01-26 00:00:00+00:00,0.0028000000000000004,0.0024,-0.0063,0.00018999999999999998,-0.0058
1971-01-27 00:00:00+00:00,-0.0074,-0.0002,0.0,0.00018999999999999998,0.0005
1971-01-28 00:00:00+00:00,0.0037,0.0066,0.0023,0.00018999999999999998,-0.0036
1971-01-29 00:00:00+00:00,0.0066,0.0022,0.0013,0.00018999999999999998,-0.0033
1971-02-01 00:00:00+00:00,0.0067,0.0067,-0.002,0.00017,-0.009000000000000001
1971-02-02 00:00:00+00:00,0.0006,0.0007000000000000001,-0.0005,0.00017,-0.0027
1971-02-03 00:00:00+00:00,0.003,0.0070999999999999995,-0.0038,0.00017,-0.0077
1971-02-04 00:00:00+00:00,0.0014000000000000002,0.0013,-0.0026,0.00017,-0.0012
1971-02-05 00:00:00+00:00,0.0045000000000000005,0.0019,-0.0005,0.00017,0.0002
1971-02-08 00:00:00+00:00,0.006,0.0088,0.0005,0.00017,-0.0069
1971-02-09 00:00:00+00:00,-0.0004,-0.0027,-0.0008,0.00017,0.0064
