,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,cash
2012-09-10,219200.38,218908.02,218586.35,219721.39,218559.31,220706.96,220235.21,219970.2,219863.21,104345.085167
2012-09-11,220187.0,220754.98,221088.0,220222.0,219549.96,219784.92,219768.22,219897.92,219676.45,104346.713512
2012-09-12,219875.04,220091.13,220081.595,220826.88,221216.0,219878.58,220606.91,220476.06,220851.68,104465.077455
2012-09-13,225975.96,224621.1,226277.65,223470.2,222744.41,223339.88,223289.46,223127.66,223723.24,104371.01486
2012-09-14,224728.79,223912.86,224488.725,224715.44,224786.44,224707.75,224245.98,225121.68,224760.57,106785.947828
2012-09-17,223048.32,222440.16,222944.25,223788.9,224753.424,224133.05,222702.9,224780.15,224341.6,106199.349817
2012-09-18,223022.52,222400.5,223448.1,223713.74,223324.65,223958.63,223230.6,223951.92,222877.41,105817.726355
2012-09-19,223639.02,222785.22,222656.7,224189.98,223670.55,224073.15,223854.48,223482.57,224519.0,105933.973117
2012-09-20,224742.64,225089.72,223714.7,222875.04,223198.21,223154.92,223314.0,223759.26,223757.38,105237.171223
2012-09-21,221396.505,222501.51,221724.075,222124.95,221995.36,222109.68,222989.67,223477.65,222297.04,105565.35495
2012-09-24,222150.83,221487.75,222269.03,222720.96,221572.7,222433.2,223022.8,222521.67,221502.12,105035.754079
2012-09-25,218713.22,220042.65,218368.8,220120.32,219331.35,220569.48,221514.16,221243.38,219398.56,105603.149837
2012-09-26,220041.69,219155.635,218897.865,219578.52,219515.3,218849.64,218170.86,218782.2,218923.65,104008.420279
2012-09-27,221527.68,221416.17,220962.35,221316.42,222069.6,220276.26,219094.78,220186.215,221182.0,103973.395682
2012-09-28,220017.96,220216.57,219928.13,220385.49,218596.95,220113.9,220462.8,219883.02,220427.01,104085.656749
2012-10-01,220537.25,221136.84,219804.25,221447.8,219893.25,221361.59,220049.28,220688.48,220240.53,104622.31624
2012-10-02,220773.94,221375.425,220821.06,220583.22,220805.2,220160.16,220766.0,220727.52,220282.4,104697.86859
2012-10-03,222284.8,220752.0,223740.0,222737.31,222674.3,222619.08,222314.625,223041.17,223017.66,105198.358943
2012-10-04,224822.46,224395.39,224915.72,224179.62,224646.75,223675.5,223767.99,223925.02,224153.08,105965.710943
2012-10-05,224218.51,223873.51,223774.75,224571.75,223220.97,225376.23,224548.695,224760.44,224528.3,106718.121864
2012-10-08,223879.92,224502.96,223993.8,223974.07,222622.4,223725.72,224676.53,224652.06,223250.49,105979.385157
2012-10-09,221171.55,222490.32,221878.94,221281.83,222419.925,221841.12,223353.76,222260.16,221268.87,105987.832605
2012-10-10,221032.86,219311.4,221836.98,220329.08,220760.64,220333.28,221426.4,220322.79,219802.26,104963.171126
2012-10-11,220531.61,221348.34,221165.91,221105.82,219938.112,220840.27,221937.81,220959.36,219595.0,105243.286879
2012-10-12,219335.9,220467.66,219664.14,220121.55,220360.8,220636.37,220071.19,220161.47,220285.95,104958.999096
2012-10-15,222000.18,222302.59,222048.0,221834.195,221331.78,221505.87,221756.34,222005.84,222527.36,104349.363926
2012-10-16,226253.58,224155.45,223113.8,224209.05,225430.08,223592.4,222826.2,224078.36,223913.83,105698.157705
2012-10-17,226062.06,226244.83,225746.82,225599.4,224324.31,224659.305,226568.16,225070.04,225007.86,106448.180051
2012-10-18,225656.6,225600.0,225451.98,225605.18,222991.24,225059.84,226218.27,226419.18,225150.16,106656.03965
2012-10-19,221754.88,220765.71,222446.88,222752.66,220336.0,222018.3,222677.1,221514.76,221862.6,106208.33573
2012-10-22,222062.12,220440.0,222076.35,221154.2,222754.5,222071.24,221940.0,222612.665,221282.88,105100.034691
2012-10-23,217863.9,218304.82,218698.3,219142.56,218050.245,218566.272,218846.56,218876.88,219566.4,103738.975623
2012-10-24,218472.21,218004.42,218286.2,217785.36,217297.0,218197.5,217632.82,218014.5,218203.59,103695.859129
2012-10-25,218137.12,219963.46,218053.395,218719.83,218005.02,218646.36,219589.74,218740.35,217910.97,103693.241971
2012-10-26,219258.16,218572.89,218751.0,218549.89,218689.0,218330.52,218432.61,217480.384,218943.0,103484.598821
2012-10-31,218304.0,218393.6,219838.15,218127.07,218701.08,218567.67,219458.61,217761.63,219383.78,103893.557403
2012-11-01,222949.4,220990.53,221628.15,221644.71,221533.8,219285.22,217878.32,220109.25,221026.96,104391.912915
2012-11-02,217333.62,217737.6,219705.23,218557.35,218155.68,219068.4,219735.6,219306.9,218407.908,104784.102615
2012-11-05,219518.08,219750.55,219827.05,218899.26,219098.88,218968.42,217158.96,219006.84,219536.7,103335.950414
2012-11-06,221127.84,221117.64,221271.15,220874.43,220022.59,220444.31,219003.84,221184.54,220618.0,104153.375206
2012-11-07,217165.26,216121.87,214949.7,216018.99,214833.0,216910.98,215579.8,217186.47,216409.08,103185.806473
2012-11-08,213744.37,212992.72,213298.92,214103.36,212905.14,213935.48,214852.62,214439.4,212864.96,102611.771527
2012-11-09,213704.56,213719.04,213975.96,214042.78,214172.9,214255.81,213532.53,213163.14,214162.06,101427.996025
2012-11-12,213764.64,214466.9,214182.9,213995.6,213135.6,213862.6,213747.03,213882.24,213752.92,101442.139272
2012-11-13,213294.9,213443.64,212873.1,212991.24,213047.92,213538.89,214617.69,213199.92,213499.2,101330.196196
2012-11-14,210691.3,210928.35,209386.2,208576.8,210385.52,211137.4,212137.92,210629.38,210087.1,101157.932878
2012-11-15,210323.73,209908.58,210776.44,210205.2,209504.68,211437.48,208690.356,210697.0,210346.5,99834.0539649
2012-11-16,210972.72,211798.6,211719.68,211000.42,211647.83,210933.3,211979.96,211210.56,211619.76,99206.6041321
2012-11-19,215877.2,214441.6,214298.92,215172.8,216531.98,215764.9,214284.09,214363.66,215012.4,101398.541968
2012-11-20,215304.11,214613.75,215960.725,215014.98,214664.52,215768.41,215289.36,215878.92,215203.21,101721.596731
2012-11-21,215484.08,216158.4,215531.8,215334.99,215546.67,215847.24,215260.24,215221.23,215945.45,102070.2381
2012-11-23,218082.96,218319.0,217763.15,218162.12,218499.06,218407.41,217287.435,218083.44,217927.3,102505.038095
2012-11-26,218155.8,217480.97,217675.15,217833.59,218375.86,217124.6,218056.95,217899.8,217002.9,102954.650284
2012-11-27,216977.91,216383.4,216035.32,216691.14,217125.1,217268.58,217489.24,216642.16,216732.18,103235.652283
2012-11-28,218944.3,219775.95,218494.68,218766.11,218839.82,217810.08,217277.73,218362.4,218992.64,102042.820787
2012-11-29,219336.78,218430.5,219121.08,219225.8,219154.21,220031.1,220822.427,219476.025,219353.67,103974.941168
2012-11-30,219232.12,218753.46,218704.5,219029.87,219273.6,220309.18,220915.4,219816.72,220398.89,104149.270011
2012-12-03,216095.84,217623.72,218418.4,218749.96,218100.0,218810.5,220594.598,218335.7,217771.68,104174.603977
2012-12-04,217538.17,217645.88,217894.95,218344.14,218462.56,218082.9,217524.21,218072.84,218356.33,103472.70594
2012-12-05,217790.72,217804.8,219411.55,219551.5,217428.64,218318.87,220951.26,218777.7,218035.8,103348.742109
2012-12-06,219852.48,219232.13,219457.19,219802.88,219792.0,218371.44,217970.025,218751.2,219947.31,103399.502773
2012-12-07,220265.5,220588.65,220107.93,220066.3,218767.08,220311.47,219683.65,220737.44,219793.8,104020.734426
2012-12-10,221139.6,219617.28,220651.84,220595.52,220078.04,219887.18,220295.32,220390.72,219435.48,104193.946186
2012-12-11,221809.52,221421.2,221338.92,220971.52,221697.68,220770.36,221014.35,222489.28,220986.72,104957.122974
2012-12-12,220959.36,221644.8,221654.705,221267.67,221184.4,221773.05,221129.5,221384.94,222118.4,104972.611567
2012-12-13,219996.285,220679.86,220093.65,219900.48,220287.88,220622.5,221114.25,219740.01,219534.9,104910.310607
2012-12-14,220496.71,220345.32,219648.0,219612.45,219210.6,219474.75,219772.8,219875.25,219539.04,104281.153911
2012-12-17,222142.97,222181.08,222763.22,221829.495,222813.5,220853.12,222365.0,221380.56,223902.24,104679.398861
2012-12-18,224745.06,225321.22,225322.2,224981.785,225150.8,223618.15,223287.98,224473.695,224652.0,105370.091554
2012-12-19,223292.52,223138.86,222623.265,223112.25,222990.48,222322.08,223455.42,222222.0,222832.17,106071.551249
2012-12-20,225341.94,224504.4,225249.6,223759.24,223737.39,224097.16,223972.28,223690.88,224061.32,105548.618845
2012-12-21,220676.22,221141.44,220629.2,221114.32,221312.32,220593.84,220068.44,220727.36,220988.72,104416.671447
2012-12-24,221860.8,219791.0,220098.06,220167.63,220057.5,219903.7,220804.8,219984.3,220369.24,104187.950969
2012-12-26,220783.68,218482.11,220141.98,219355.8,218751.4,219190.08,219067.1,220023.83,218555.25,104447.953136
2012-12-27,218423.52,219423.96,218994.37,219123.0,219507.125,219463.83,218759.52,219285.0,219445.1,103951.336563
2012-12-28,216678.4,216403.17,217680.54,216355.2,216715.98,216499.92,216762.385,216462.15,217387.24,103089.983365
2012-12-31,220364.52,222116.2,220222.2,220805.4,220052.28,220121.01,221030.44,219590.12,220783.92,103010.331607
2013-01-02,224184.48,226098.236,225804.95,224496.8,225345.26,226462.44,225158.1,225722.2,225056.16,106422.703535
2013-01-03,223261.03,225101.16,225789.12,224971.155,224121.32,225516.9,225620.51,225996.0,225219.09,106649.244015
2013-01-04,227330.055,226566.0,227493.515,226290.46,225439.0,226068.53,226583.5,225808.9,225768.48,106875.324322
2013-01-07,226060.22,225005.06,225622.34,225266.72,226359.07,224774.76,224939.1,226089.36,225263.24,106773.409141
2013-01-08,225193.92,225393.12,225293.72,224054.05,224823.44,224730.32,224977.16,224406.72,225530.91,106633.58064
2013-01-09,225970.1,224826.21,223948.44,225983.7,225538.86,225706.95,225907.36,226757.96,225366.96,106953.864587
2013-01-10,227095.68,227606.3,227372.37,227600.49,226618.95,226531.41,227197.516,227045.07,226666.44,107197.895311
2013-01-11,227526.0,226958.48,227597.22,226594.62,227159.165,227354.7,226743.73,226397.76,227189.4,107298.783918
2013-01-14,226392.96,226896.84,227747.94,227395.8,227057.895,227466.3,226423.38,227471.54,226818.28,107384.666999
2013-01-15,226724.3,227975.54,227760.48,227542.56,226942.4,227659.75,227566.89,226911.25,228098.82,107287.041092
2013-01-16,226883.26,228170.25,228095.0,226910.1,227542.14,226780.2,226164.0,226780.88,227347.18,107421.102222
2013-01-17,228480.62,228541.32,227981.175,229571.81,227924.48,228869.32,228217.45,229075.96,228796.48,107942.129385
2013-01-18,229550.16,230167.44,229209.75,229699.68,228889.32,229542.18,230200.5,229615.65,229064.64,108154.09872
2013-01-22,230876.73,232105.2,231212.105,230620.32,230210.65,229891.985,230343.96,231054.91,230265.64,108720.923622
2013-01-23,230422.32,230371.62,230989.6,230833.05,230169.62,230553.6,230880.37,230781.86,231300.0,109129.880541
2013-01-24,230965.91,230733.6,231147.88,231356.16,230188.42,231780.66,231865.8,231545.22,230896.08,109636.494729
2013-01-25,232574.96,232575.84,232403.41,232557.6,230581.77,232139.4,233268.75,233169.93,233177.98,109730.679955
2013-01-28,231515.02,232231.44,232237.8,231876.26,231406.875,232328.85,232440.2,231550.56,231409.89,109753.329937
2013-01-29,232966.8,234210.0,232752.81,232952.94,232978.025,232792.9,233408.0,234154.08,232813.76,109906.890403
2013-01-30,231948.2,231498.72,233182.51,231742.16,231885.28,232843.65,233276.04,231856.48,232503.7,110384.545899
2013-01-31,231136.95,232144.66,232579.16,231341.76,230976.01,231606.4,233379.26,231831.6,231149.43,110038.141204
2013-02-01,234610.38,234648.36,233980.045,233691.04,234113.28,233241.75,233054.88,233928.4,232894.2,110536.452687
2013-02-04,231452.98,232342.11,231321.78,231514.92,230367.755,232081.3,232140.82,231117.8,230566.96,110240.025845
2013-02-05,232597.62,234035.986,233735.526,233650.56,234432.24,233308.6,232038.56,233723.0,233875.75,110443.447365
2013-02-06,233641.54,234258.06,234124.95,233597.8,233551.92,233709.84,235192.16,232890.64,233129.45,110303.259098
2013-02-07,232981.65,233016.96,232853.4,233720.1,234026.8,234500.0,233018.19,232804.32,233840.88,110665.006892
2013-02-08,234902.8,235092.6,234480.995,234436.125,234142.39,233712.66,234848.0,234588.33,234690.3,110944.629968
2013-02-11,234622.44,233836.38,234706.325,234447.84,234766.56,234224.97,234803.52,234209.7,233945.4,111024.456241
2013-02-12,235393.23,235013.22,235353.965,234794.43,234079.92,234648.67,235455.56,234328.5,235018.8,111168.210471
2013-02-13,235578.72,236070.0,234581.77,234946.56,234738.9,235524.32,235254.24,235300.89,234362.88,111619.723965
2013-02-14,234900.48,236393.3,235837.41,235618.88,235688.2,234343.2,233442.99,235444.2,235574.4,111446.097922
2013-02-15,234880.15,234378.72,234617.31,235077.12,234528.06,235476.21,235476.03,235618.6,235092.88,111655.582173
2013-02-19,234591.34,237127.68,236597.76,236652.22,236493.27,236981.62,237045.9,237510.088,236164.52,111824.823565
2013-02-20,231777.65,231378.93,233297.01,233351.58,233386.11,235565.895,235493.775,234739.9,232713.56,111744.275436
2013-02-21,231912.3,233519.36,232038.72,232000.77,232196.76,232880.88,231755.76,232632.0,231974.78,109953.38115
2013-02-22,235076.27,235373.82,234426.06,233592.555,235085.42,234319.5,233887.91,233806.26,234222.49,110455.348254
2013-02-25,229203.6,227594.11,228436.1,229325.28,230481.02,231487.64,231402.89,231423.36,230895.6,111550.627451
2013-02-26,232375.04,232556.1,231518.4,231679.0,231663.36,231187.8,231690.99,231125.0,231831.95,109785.679539
2013-02-27,235222.84,235275.48,235043.16,235233.36,234600.3,234338.39,233984.44,234595.5,234952.48,110148.962514
2013-02-28,235074.32,235102.2,235266.25,234380.82,233918.88,234215.41,235304.633,233880.96,234745.39,111236.384626
2013-03-01,234933.48,235379.52,235776.24,234078.88,235293.25,235014.78,235325.44,235745.22,235717.21,110611.041502
2013-03-04,235739.84,234864.93,237122.91,235874.91,235937.28,236605.44,237293.42,236529.16,236390.59,111164.277954
2013-03-05,237018.32,238105.82,237453.84,238588.2,239123.6,238176.96,238000.0,238402.14,238725.9,112653.912926
2013-03-06,238971.6,238366.81,239156.45,237709.38,238867.2,238300.8,239117.67,238520.0,237502.9,113092.307092
2013-03-07,238857.84,240044.4,239239.0,238471.08,239340.26,238562.6,237532.41,238607.6,238857.45,113105.878944
2013-03-08,239836.22,240020.22,240206.5,239989.4,239654.48,239907.44,239640.92,239847.9,240953.8,113180.656833
2013-03-11,241225.92,240713.0,241035.32,240834.95,241016.32,239846.64,240589.072,240764.04,240645.5,113643.447744
2013-03-12,240294.39,239970.96,239762.844,240072.69,240154.75,241051.2,240046.34,241066.85,240276.8,114091.548795
2013-03-13,240228.3,240214.42,240712.5,241249.6,240430.32,240644.8,241045.75,240687.98,241291.44,113774.228514
2013-03-14,242078.9,242780.68,241584.3,242136.44,241489.74,241545.96,242136.77,241594.56,241769.7,114415.467104
2013-03-15,240574.45,240452.4,241582.44,240739.92,240380.97,240370.05,241629.81,240664.8,240322.48,113782.561432
2013-03-18,239438.07,238969.76,239537.97,239363.28,240161.45,239683.1,238858.08,239372.64,239121.8,113292.211164
2013-03-19,238824.6,237784.05,237845.3,239034.8,238656.08,240264.9,239602.04,239417.1,238152.96,113758.95863
2013-03-20,240661.4,240533.38,240403.76,239441.4,240205.68,241224.39,241353.0,240413.46,240955.3,113736.180712
2013-03-21,237263.37,238235.5,237498.88,237846.7,239020.65,239347.75,239559.46,238877.6,238732.0,113540.068798
2013-03-22,239055.655,240047.77,240248.7,240364.8,240153.2,240219.06,239402.24,240240.71,240585.53,113269.991746
2013-03-25,239660.4,239773.76,239926.92,239373.75,240238.56,240781.58,240081.27,240567.09,240338.27,114876.535311
2013-03-26,241556.67,242639.88,241915.44,241811.57,241805.07,242459.75,242361.0,242198.19,242299.2,114272.436892
2013-03-27,242477.44,243233.32,241709.6,242333.7,241489.81,241754.64,242224.64,242424.76,242239.47,113985.750407
2013-03-28,243415.68,241645.44,242945.64,243519.64,242816.75,243291.44,244625.22,244008.76,242496.66,114725.813286
2013-04-01,241351.76,243276.36,241569.29,241188.75,241481.8,242872.5,242712.315,243243.315,241006.41,115124.868279
2013-04-02,241332.3,241971.75,243680.41,241856.16,242777.8,244143.475,243066.12,243795.84,243492.34,115363.090139
2013-04-03,241056.72,239011.5,240154.622,240801.21,240449.31,240366.5,241524.25,241283.1,240856.72,114794.739999
2013-04-04,241553.13,241047.84,241978.023,242007.64,241797.96,241736.22,242647.37,241143.89,242218.56,114757.128838
2013-04-05,240485.7,242274.89,242413.35,241541.12,241332.0,240201.85,240765.14,239738.22,241953.39,113541.419966
2013-04-08,242095.12,241568.55,244359.99,242485.53,241934.25,243447.1,242969.99,242933.5,242926.24,114099.356187
2013-04-09,244390.54,244700.64,243160.56,243929.66,244417.86,243104.69,242178.16,242838.1,242544.6,114899.23656
2013-04-10,246151.46,245314.44,245276.01,246798.84,246861.3,245853.3,245369.76,246659.745,246299.4,115961.999175
2013-04-11,247102.66,246959.91,246585.15,246859.21,246989.0,246909.02,246584.66,247619.84,246949.56,116723.056538
2013-04-12,244730.64,244951.4,246356.88,245649.37,246361.44,247088.96,246960.0,246404.64,247193.6,116489.054409
2013-04-15,240008.64,238858.2,238837.365,239125.412,241460.28,241241.52,241680.0,240323.3,239779.75,115755.599633
2013-04-16,243337.86,243070.16,243930.96,243344.4,243875.5,243739.2,244476.8,244517.28,243996.24,114809.016613
2013-04-17,240899.48,240060.87,240134.52,240405.3,239159.97,240475.25,241760.0,241252.5,240684.75,114535.178027
2013-04-18,239919.91,242433.95,239118.13,239754.06,238635.48,239189.58,240157.62,238357.47,238751.4,113505.424999
2013-04-19,241298.0,240657.37,242336.77,241391.64,240828.63,241736.0,242894.8,242382.51,242409.42,113887.505254
2013-04-22,243993.87,243434.31,242449.5,243045.46,242455.85,242613.3,242349.64,242562.85,243173.56,114580.185005
2013-04-23,245797.86,246222.9,246169.51,244849.36,244753.53,244809.87,244576.84,243309.0,244665.3,115717.629963
2013-04-24,246576.64,246427.5,245893.1,246450.96,245957.1,242863.66,246174.72,243284.3,244900.55,116296.558255
2013-04-25,246404.7,245800.28,246627.6,246427.74,245500.02,246669.92,247215.15,247454.68,246703.0,116619.136346
2013-04-26,244315.89,246313.29,245363.2,245437.5,246410.0,246095.3,245901.94,246209.66,246051.24,116777.786437
2013-04-29,249616.29,247866.63,247131.15,247401.66,248188.08,247085.25,247533.55,246609.0,246758.26,116615.656397
2013-04-30,249069.76,249040.49,247793.7,247999.98,249152.68,247297.05,247650.18,246343.17,247356.56,116893.215647
2013-05-01,245036.48,245295.36,245088.0,244947.12,245641.28,246013.5,245892.79,245546.4,246114.9,117023.646604
2013-05-02,248397.24,248543.04,247765.25,247880.26,247867.29,246445.2,246191.4,247024.95,247867.15,116530.584691
2013-05-03,250411.21,251458.5,249630.55,249561.0,250068.0,250493.94,248877.44,249114.2,250107.12,118328.81272
2013-05-06,250999.98,250573.93,250850.4,251118.36,250047.6,249591.91,248470.84,249118.83,250695.0,118295.108933
2013-05-07,251897.19,250728.2,251937.4,251819.15,250796.65,252347.56,252177.2,251370.0,252472.74,118969.189096
2013-05-08,253577.45,251567.4,253235.3,253365.04,253524.24,252570.93,250644.905,251978.42,252461.36,119339.789539
2013-05-09,251863.22,252609.08,251267.15,251670.3,251902.96,250858.8,248607.48,252916.0,252313.6,119681.278029
2013-05-10,251839.48,252672.63,252355.29,252285.48,251835.48,252063.84,252857.0,253540.76,252354.96,119399.060282
2013-05-13,251915.3,252609.69,252980.31,251940.65,251307.0,252347.56,252244.95,253146.84,252500.66,119124.398798
2013-05-14,255812.94,255727.38,255477.12,255551.4,253782.12,255409.84,254027.15,254378.88,254748.7,119901.659958
2013-05-15,256517.55,254680.08,257164.5,256548.96,255677.73,257054.0,256795.0,256168.08,255779.76,120611.766848
2013-05-16,255552.22,254815.44,254099.45,254940.16,255166.74,255030.17,254633.61,255084.5,253137.0,121108.120333
2013-05-17,257629.4,257888.2,257484.0,257378.59,257664.4,257176.08,257023.09,256743.9,257625.75,121390.50055
2013-05-20,257836.8,259646.1,257591.14,257795.58,257214.74,255990.92,256655.16,255509.64,256558.64,121723.317899
2013-05-21,256801.48,257182.95,256952.88,257185.65,257425.98,258025.5,257682.0,258821.79,257894.25,122095.05524
2013-05-22,254847.61,255106.8,254032.94,255685.55,254984.25,257114.0,254232.16,254676.63,255522.5,122553.322121
2013-05-23,255573.89,255812.19,254948.85,253994.85,254158.75,254035.36,255099.24,254627.36,254704.82,119599.018712
2013-05-24,253887.06,254495.5,255148.36,254275.52,254329.1,254661.9,252589.15,254395.14,254792.85,119701.8342
2013-05-28,256385.52,255708.92,255701.9,255129.75,255117.45,254925.5,254476.8,255438.09,255806.46,121634.482107
2013-05-29,254594.34,253730.4,253788.62,253736.55,254317.5,252047.44,254028.45,252603.35,253238.8,120196.055982
2013-05-30,255044.6,255384.36,255366.72,254544.42,255024.9,253247.28,251343.3,255145.84,253287.36,120939.317435
2013-05-31,250805.25,249983.55,250195.11,251386.155,251522.55,250432.65,251815.44,249357.84,250856.4,120248.384588
2013-06-03,251991.0,251956.25,250977.97,251010.2,251600.74,254943.04,253227.0,251903.5,252559.2,118779.164462
2013-06-04,251878.9,250957.26,249404.64,251024.96,250604.52,251380.8,252446.4,250044.18,250316.7,119636.651559
2013-06-05,246628.8,247867.0,246847.95,247321.24,248262.18,248142.02,250029.45,245854.82,246912.25,118548.109032
2013-06-06,249034.28,249455.7,250959.92,249257.88,248723.48,249459.33,250169.25,251353.8,250129.42,117770.583502
2013-06-07,252990.66,253187.2,254317.95,253661.32,253206.25,251465.67,251231.175,251236.56,253644.48,119187.406634
2013-06-10,252859.56,252533.05,252413.73,252689.85,252301.2,253498.7,252974.7,252761.74,252023.68,119626.123478
2013-06-11,250388.16,249020.96,249515.7,250259.1,249541.96,251939.7,250423.08,251382.48,250407.44,118637.857837
2013-06-12,248258.92,247812.5,248006.95,248736.42,248661.835,249306.12,247626.47,247734.97,247918.5,118904.546309
2013-06-13,252806.4,251864.7,252636.93,251907.48,251425.94,251817.6,252177.75,252876.0,252611.5,117984.280276
2013-06-14,250094.58,250215.48,249360.25,250461.86,250492.2,250914.24,251911.69,251430.64,251231.8,119700.909474
2013-06-17,253160.27,253592.6,252543.25,252647.04,253028.16,252908.92,251706.36,251523.54,252035.85,119807.612256
2013-06-18,253743.36,253577.61,254247.72,255628.5,253835.675,254183.28,255035.1,254872.44,254708.475,119847.788048
2013-06-19,251938.105,251396.075,251555.19,250979.84,251231.04,249085.13,249112.5,250625.1,251089.83,120245.765685
2013-06-20,244693.58,245611.44,244724.22,245653.28,244390.284,243363.21,243971.71,244528.65,244599.6,117751.787655
2013-06-21,243765.61,244703.4,244710.23,243805.52,244606.36,244604.07,244891.08,243685.37,244500.12,116052.166784
2013-06-24,241552.8,241965.42,241269.58,240889.28,241210.42,242312.72,242907.822,241853.92,241806.36,114022.115912
2013-06-25,243761.49,244077.4,244902.26,243611.52,243584.1,243553.94,245650.59,243365.7,243518.52,115022.503267
2013-06-26,246641.94,245752.19,245814.0,246132.9,245366.24,246286.27,246889.83,246556.17,246348.7,116541.072499
2013-06-27,247144.05,246442.35,248754.27,248534.72,247144.545,246741.6,246412.56,246831.375,248211.3,117407.896057
2013-06-28,245886.95,246190.6,246741.57,245847.21,247597.12,245393.85,247991.1,244981.56,247025.88,116685.941609
2013-07-01,248995.89,249449.76,248323.95,250320.64,248613.75,249332.86,247440.69,247639.68,248727.2,118372.272849
2013-07-02,248554.67,248833.98,247454.56,247277.54,248925.6,249582.38,247954.14,248628.6,249051.3,118234.917269
2013-07-03,248336.22,249150.06,248184.09,248532.9,248707.44,248821.36,248361.84,248986.14,248790.18,117431.147914
2013-07-05,250595.84,251987.76,251832.92,250980.72,250562.48,249764.82,249585.42,250740.21,250822.98,118174.515627
2013-07-08,252590.75,251678.88,252034.92,251864.82,251380.5,252562.5,253955.52,252241.44,252279.12,119584.780421
2013-07-09,255137.05,254287.64,255006.84,254785.2,254368.96,253687.98,254534.56,253841.42,253712.36,120014.7717
2013-07-10,254296.49,253047.42,253566.72,253936.2,254425.08,254673.6,256195.78,255225.3,254690.73,120548.079266
2013-07-11,257416.95,256763.73,258028.2,257887.28,258566.73,258026.04,258469.2,257714.43,258045.06,121675.515429
2013-07-12,257697.44,258640.2,258684.12,256863.2,257866.68,258026.04,259477.71,259026.84,258451.71,122042.592136
2013-07-15,258782.58,258482.3,258893.04,258394.42,259441.05,258876.68,261734.55,259332.36,257759.39,122575.113136
2013-07-16,257316.84,257391.4,257513.28,257581.52,258883.2,259305.85,257651.9,257513.025,257737.5,122640.359357
2013-07-17,259466.64,258712.23,259428.7,258365.06,258580.41,258875.0,257387.98,257953.75,258622.98,122563.136878
2013-07-18,259515.34,260260.64,261819.9,261043.3,259182.98,260124.04,259790.72,259332.36,259883.58,123004.277347
2013-07-19,260967.78,262566.9,260222.48,261074.16,259305.25,261291.8,259605.78,263017.41,260461.9,123178.194343
2013-07-22,260283.66,260645.58,262335.645,260302.02,261549.5,261250.64,260588.16,262432.8,261574.82,123596.306015
2013-07-23,260299.2,260800.8,260832.54,260901.72,260554.7,261478.03,261883.45,261605.21,260628.8,123902.145919
2013-07-24,260160.12,259387.08,258206.4,259062.36,260359.08,259906.24,258613.3,259928.96,259100.25,123445.998853
2013-07-25,260949.44,260364.09,260481.28,260852.34,259796.04,260684.7,261020.97,260604.96,260074.35,123001.53931
2013-07-26,260674.62,259644.42,260742.57,260170.6,260764.2,261057.58,260548.82,261581.1,260919.99,122865.090901
2013-07-29,261968.85,259751.15,259546.83,259389.22,259572.79,259724.67,261026.6,260304.0,259205.94,123119.559826
2013-07-30,262291.67,260927.01,259150.2,260395.68,260737.76,258893.46,259645.75,259386.24,259454.973,123288.412448
2013-07-31,260011.4,260199.94,260077.56,259993.93,259234.1,260258.67,260855.5,259691.8,259893.65,123416.389627
2013-08-01,261929.94,263341.44,262580.58,263580.8,263212.6,262419.38,263879.86,262553.12,263691.9,124213.221157
2013-08-02,263143.3,263314.04,262955.16,263499.27,263752.92,264069.94,263311.36,263271.45,264114.77,124234.628748
2013-08-05,262732.815,263648.9,262386.54,262571.52,263583.27,263485.95,262154.72,262502.4,262856.62,124571.7682
2013-08-06,260932.14,261103.44,260501.64,261261.0,261279.07,262294.16,261339.23,262142.04,261788.8,124212.301961
2013-08-07,260688.96,260206.83,261248.75,261152.91,260692.17,260580.42,262154.72,261120.96,260053.88,123201.159867
2013-08-08,263172.58,261596.79,260917.445,261585.08,262324.04,262586.34,261997.68,261836.25,262619.42,124124.728896
2013-08-09,262453.99,261429.0,261279.27,261658.48,261130.96,261703.32,260476.7,260811.93,261261.0,124264.662421
2013-08-12,260707.41,260618.56,260883.935,261308.52,261687.76,261509.82,260997.52,260649.4,260563.42,123534.946115
2013-08-13,261446.76,261886.02,261828.075,262067.52,262520.95,261262.53,260216.58,261420.93,261420.0,123470.522154
2013-08-14,260156.06,260495.52,259549.28,260086.75,261112.32,259969.34,260971.36,258961.57,259537.55,123665.982671
2013-08-15,258639.68,257824.4,256868.3,257187.2,256806.55,256091.18,255820.95,256195.94,256403.4,121895.579963
2013-08-16,256502.68,255874.5,255582.8,256149.12,255879.64,255697.44,255009.22,256185.93,255233.3,121475.472813
2013-08-19,254300.13,252786.96,253392.5,254806.5,253950.32,255316.7,253039.25,254922.99,254294.7,121235.721983
2013-08-20,256017.65,255333.5,256847.14,255282.57,254700.09,254666.75,255544.0,254798.7,255879.6,120783.336294
2013-08-21,253465.26,253888.26,254499.07,253719.48,253868.59,253709.13,253331.94,253957.2,253269.96,120637.930811
2013-08-22,256126.59,256479.21,255650.28,256371.84,255675.2,255896.01,256507.68,255993.48,255790.92,120800.277846
2013-08-23,258404.5,258292.82,256559.8,256744.57,256191.46,256901.69,257820.36,256912.74,256493.16,121077.708546
