,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,cash
2005-04-29,144583.2,144008.08,145117.54,144068.96,143732.79,143921.46,145014.87,144533.34,143513.1,67970.927438
2005-05-02,145220.12,148762.6,144390.33,144648.45,144055.8,145319.4,144707.68,145095.79,144252.62,68594.9910875
2005-05-03,144891.0,143807.4,145072.08,144571.58,145348.84,145215.0,144383.68,145220.4,145339.87,68769.4993826
2005-05-04,146975.34,146920.8,147325.71,146460.8,146057.73,145719.2,146174.64,146139.12,146998.06,68666.0387061
2005-05-05,145573.06,146743.2,146109.6,145856.46,146267.8,146417.52,146450.2,147015.94,145399.44,69556.563114
2005-05-06,146043.28,145100.78,146403.86,146421.0,146287.11,145945.8,146198.8,145813.25,145573.75,69507.3960194
2005-05-09,146323.712,147649.25,146957.28,147202.54,147070.56,146735.694,147034.65,147171.28,146770.12,69233.1232414
2005-05-10,144873.09,144771.0,145440.4,145443.06,145179.37,146004.08,145836.24,145875.33,145290.88,69121.0502917
2005-05-11,145786.18,146323.8,146166.83,146144.85,146344.08,145954.32,145777.86,145951.9,145360.0,68880.92803
2005-05-12,142516.15,141270.45,144023.36,144225.08,145369.36,145376.35,144692.0,145014.08,144563.42,68978.7601557
2005-05-13,141233.54,142896.42,143368.8,143028.3,144812.8,143452.3,141591.18,143682.84,143840.76,68019.966414
2005-05-16,144273.92,144240.46,144648.0,144686.01,144596.0,144026.01,144598.0,144406.32,144340.2,67910.3643078
2005-05-17,146207.85,145840.1,145735.31,145802.88,145744.05,145076.64,145975.5,145112.31,144988.47,68325.2008231
2005-05-18,148110.26,144297.58,147093.48,147806.02,147579.66,147061.62,145992.08,146226.08,148294.5,69284.1457469
2005-05-19,147054.96,148824.39,147294.84,147038.72,147754.92,147799.8,147478.54,147528.87,147792.64,69681.5212024
2005-05-20,147342.87,145713.75,147754.96,147396.46,148036.32,147611.52,147339.6,147358.64,147568.44,69812.5180535
2005-05-23,148410.36,149026.07,147624.75,148248.82,147867.88,147603.4,147688.97,148064.15,147669.12,69913.5696126
2005-05-24,147805.5,148121.07,147672.21,148005.47,148484.44,147940.8,147817.92,147732.36,148028.66,70063.0010929
2005-05-25,147551.33,149937.41,147340.85,146944.01,147847.74,147226.64,147678.16,146889.78,147284.08,69776.4265584
2005-05-26,148305.52,148504.08,148814.7,148217.52,148624.38,148196.82,148403.2,148097.47,148541.01,70172.9687794
2005-05-27,148671.12,149820.32,148497.79,148283.37,148713.95,148292.6,148938.32,148380.53,148507.92,70261.0477628
2005-05-31,148090.6,148743.9,148252.55,147931.0,147783.2,147811.04,147930.43,147640.24,147987.42,70159.4075318
2005-06-01,150102.18,149954.7,149341.68,149226.56,149149.14,149282.7,149331.78,148771.84,149283.78,70251.8620122
2005-06-02,149163.52,149869.86,149319.68,149207.81,149615.23,149744.92,148946.16,149605.83,149771.71,70582.5133978
2005-06-03,148434.16,149049.78,148910.36,149022.72,148363.98,148582.44,149362.2,149345.52,148415.68,70895.3528589
2005-06-06,148677.08,148580.16,149589.2,148901.76,148920.3,149159.8,148900.5,148813.93,148803.06,70470.3390423
2005-06-07,148885.35,147943.35,148828.32,149371.2,148552.64,149647.41,148632.4,148953.9,149418.96,71021.8377552
2005-06-08,148204.0,149053.575,148871.16,148304.52,148847.68,149004.65,148894.02,148344.84,148533.0,70761.6528431
2005-06-09,148879.2,152128.58,148974.66,149185.05,149468.9,148760.4,149315.58,148980.0,149449.43,70296.1385831
2005-06-10,149548.2,149675.85,149105.88,149061.6,149210.75,149170.71,149729.28,148753.6,149404.32,70829.3334557
2005-06-13,149958.07,150603.2,149186.05,149272.65,149924.0,149398.2,150023.55,149987.6,149686.9,70658.9315092
2005-06-14,150222.92,150964.16,150226.28,149535.19,149036.0,150508.24,150196.08,150587.28,150504.8,71019.4827522
2005-06-15,150880.1,151637.68,150670.08,150528.56,150619.5,150444.03,150172.93,150236.65,150013.22,71266.4342251
2005-06-16,150858.45,152560.79,151193.64,150980.19,150768.26,150643.02,150951.75,151332.4,151021.2,71501.6702594
2005-06-17,150670.96,151840.26,151751.25,151192.314,151343.36,150960.7,152318.76,151778.04,151099.65,71664.7228658
2005-06-20,150260.48,150132.51,151487.11,151197.0,151491.6,151478.16,152101.04,151303.14,151908.6,71441.0809552
2005-06-21,150963.75,148493.65,151592.26,150747.9,151675.02,151027.18,150925.32,150983.98,151088.48,71439.9207475
2005-06-22,151030.56,150968.0,150550.03,150279.01,151000.8,151143.48,152138.8,150504.64,150931.2,71628.9594652
2005-06-23,148093.4,150416.1,149238.8,148848.44,149113.6,149152.05,151340.86,149862.48,148455.53,71448.6491538
2005-06-24,147827.38,148044.35,149238.8,148287.3,147638.21,148242.06,148315.9,149048.01,148161.79,70818.6673812
2005-06-27,148485.15,148799.43,148404.5,148633.06,147416.22,148245.06,149472.33,148115.38,148020.32,70249.6511509
2005-06-28,149641.8,147896.58,149695.92,150627.24,149750.86,150044.36,149926.23,149597.49,149970.6,70613.8490477
2005-06-29,149702.4,148851.0,149622.72,149003.23,149718.95,149381.55,148963.42,149452.16,149551.92,70799.6990588
2005-06-30,147451.5,148396.2,148234.1,147995.43,148284.48,148176.87,148979.1,148315.33,148296.72,70922.7324247
2005-07-01,148591.01,150839.82,148586.2,148672.0,148268.4,148858.06,149691.66,148858.9,148613.4,70508.4563168
2005-07-05,149952.85,151221.84,150175.16,150156.46,150448.5,149706.44,149721.72,149721.12,150471.3,70536.9756218
2005-07-06,149239.7,147181.98,149126.5,148845.62,149415.28,149371.2,147658.59,149061.6,149176.56,71193.2850851
2005-07-07,150140.48,150184.58,149488.68,149743.7,149497.74,148319.01,149452.08,148570.6,149255.19,69996.5854989
2005-07-08,151298.16,148074.69,151192.8,151732.9,151943.5,151205.23,150930.37,151457.76,151674.18,70900.1680435
2005-07-11,151886.77,153481.1,151249.1,151604.64,152355.7,151605.3,152016.2,151736.69,152032.1,71606.6627323
2005-07-12,152096.0,153129.68,152124.13,151644.26,152761.5,151632.5,152411.21,151973.34,152584.35,72011.6262761
2005-07-13,152109.5,151218.28,152428.64,152661.44,152862.48,152384.68,152674.48,151953.75,152156.18,72148.9005913
2005-07-14,152048.0,148936.32,152934.21,153227.52,153213.28,152928.58,151324.92,153591.27,152538.24,72466.6652422
2005-07-15,151887.6,150562.0,153004.62,152744.15,152928.25,152447.36,151872.0,152680.5,153152.04,72083.1944559
2005-07-18,151254.72,152731.12,151592.58,151869.36,152066.28,151599.36,151412.06,151716.94,152004.6,71932.3185775
2005-07-19,152737.71,155340.9,152214.34,152418.84,153407.98,152249.42,152622.95,152238.61,153083.98,72110.7895617
2005-07-20,154235.97,153370.99,153069.84,154948.86,154592.82,153674.71,153738.33,153004.32,154249.5,72344.5285593
2005-07-21,152327.52,151640.68,152709.08,152566.97,152511.59,153430.48,151696.39,153762.42,153286.4,72640.6521865
2005-07-22,153393.12,155836.67,153924.98,153422.1,152966.08,153814.69,154060.59,153318.75,153648.78,72591.2470415
2005-07-25,152135.25,155432.16,153384.24,152772.21,153081.92,153275.22,153486.57,153044.76,152798.92,72883.3166908
2005-07-26,153137.88,153864.75,153266.79,153287.16,153530.08,153170.01,153183.8,153305.19,153994.68,72547.6466276
2005-07-27,154374.9,154079.16,153943.32,153891.06,154892.78,153606.6,153696.0,154624.68,154306.32,72748.9457736
2005-07-28,155652.5,155363.64,154726.4,155133.75,154719.9,155217.2,155428.68,155228.4,155313.7,73253.7271518
2005-07-29,154283.68,153890.8,154387.2,154757.0,154970.1,155014.96,155234.52,155005.83,154321.2,73985.0518986
2005-08-01,154723.77,155041.56,154732.5,154625.04,154959.48,154354.76,153644.4,154588.56,154435.05,73443.4524215
2005-08-02,155792.04,156333.3,155952.88,155192.0,156481.5,155567.3,156857.12,155345.5,156063.24,73587.2477212
2005-08-03,156666.65,154412.96,156280.6,155849.4,156721.2,156130.1,156436.8,156470.84,155668.3,73773.6226075
2005-08-04,154534.98,155054.62,155520.0,154913.94,154581.05,155094.55,154643.4,154497.51,155571.15,73634.0523157
2005-08-05,153499.71,153234.4,153772.32,153963.81,154108.28,154199.28,153677.14,154075.92,154074.87,73070.4067786
2005-08-08,153467.6,154293.7,153474.48,153373.95,153101.06,154030.8,150664.8,153441.26,153849.63,73216.7965017
2005-08-09,154297.4,154010.65,154083.6,154048.02,154477.49,154010.99,155012.13,155149.96,154638.54,72923.9361041
2005-08-10,154747.32,156791.28,154216.92,153982.54,152833.212,154300.23,153719.43,154717.75,154170.37,73673.4014987
2005-08-11,154729.71,154951.58,155354.85,155891.2,155738.08,155197.6,155563.1,155213.1,155315.94,73408.6831486
2005-08-12,154388.16,154361.7,154543.76,154295.74,154615.23,154723.8,154696.0,154529.28,155438.4,73266.1500897
2005-08-15,154607.15,153778.32,155376.88,155310.46,155311.98,155501.62,154806.08,154702.96,155425.61,73187.4633146
2005-08-16,152415.4,152100.69,153386.24,152996.85,153164.7,153306.0,152663.7,153573.54,152332.34,73170.5498299
2005-08-17,153221.04,149672.91,153184.76,153651.33,153531.88,153072.08,153379.35,153074.32,153288.6,72498.9777152
2005-08-18,152060.92,152105.07,153147.16,152185.02,152169.38,153928.72,153521.52,152486.64,152884.5,72198.8202676
2005-08-19,152554.9,154256.19,153242.25,153197.44,152752.08,152988.0,153310.61,151976.0,152652.09,72624.2741257
2005-08-22,152552.97,152275.12,153432.07,153199.68,153265.65,153589.5,154554.24,153340.15,152832.17,72963.292635
2005-08-23,152157.66,152391.81,152778.66,152517.33,153151.92,153209.21,153438.0,152585.69,152796.9,72532.9220233
2005-08-24,152097.4,153296.15,151314.24,151852.44,151968.05,151713.96,151045.44,152421.1,151855.5,72381.2510019
2005-08-25,152262.55,152384.2,152417.97,152397.2,152114.95,152205.27,152899.12,152029.64,152332.22,71981.6421175
2005-08-26,151373.75,150129.42,151269.12,151535.92,151883.8,152196.54,151587.25,151790.22,151514.35,71962.751618
2005-08-29,153142.64,150461.8,152812.11,152647.25,152159.75,152661.36,152972.8,153001.88,152405.76,71653.3263144
2005-08-30,152212.74,153014.4,151754.9,151599.28,152220.39,152058.66,151800.75,152083.36,151337.97,72024.867318
2005-08-31,153418.05,154320.24,153732.6,153545.68,153531.4,153300.15,153107.5,153673.2,153334.8,71964.0543519
2005-09-01,153368.96,154811.0,154645.56,153223.56,153522.64,153536.05,155948.1,153325.38,152860.26,72896.2932201
2005-09-02,153779.06,153143.92,153620.28,153452.15,153233.29,153144.2,153758.4,153546.72,153265.43,72989.5182207
2005-09-06,154896.66,155961.48,155183.58,155277.27,155632.08,155110.4,154258.61,155621.4,155689.65,73078.3409463
2005-09-07,155597.95,155116.22,155608.2,156025.86,155639.34,155721.15,155178.0,155748.68,156479.4,73483.629706
2005-09-08,154761.46,154401.45,155128.8,155320.02,155600.97,155748.96,153939.24,155476.35,155176.84,73617.3469282
2005-09-09,156576.0,157766.4,156234.9,155961.54,156097.4,156131.64,156592.67,156118.02,156156.0,73668.6713616
2005-09-12,156658.67,154296.56,156219.93,156839.76,156245.5,156636.31,156238.34,155734.2,156969.39,74038.0381036
2005-09-13,154512.16,153754.72,155391.5,155569.44,155929.0,154994.13,155021.02,154813.18,154852.88,73775.2496182
2005-09-14,155681.82,155683.72,154692.16,154191.38,153908.44,154460.16,155351.04,154281.4,154113.6,73491.3007587
2005-09-15,154679.14,154343.45,155256.08,154572.98,154507.76,155156.04,155692.68,154698.39,154962.64,73469.6583561
2005-09-16,154957.44,155241.9,156391.84,155367.6,155272.98,154682.16,156126.32,155632.62,154763.8,73313.6023414
2005-09-19,154507.6,155989.62,155011.49,154157.92,154707.0,154634.04,154535.5,154957.04,153806.45,73621.6304229
2005-09-20,151859.01,154004.52,153696.62,154023.06,153422.73,153989.36,153830.76,153645.69,152773.74,73403.194548
2005-09-21,152714.25,153155.38,151437.65,152563.49,151731.36,152325.0,150637.08,152680.96,152141.55,72442.0652144
2005-09-22,153568.11,149553.1,153895.95,152913.6,152488.96,153384.84,152209.4,152401.32,153964.77,72173.2777865
2005-09-23,153191.56,151950.96,153111.37,153250.22,152934.4,152611.2,152694.99,152472.15,152847.88,72069.6787187
2005-09-26,152947.84,155475.6,152115.34,152768.82,152176.32,152502.45,153385.2,152606.94,152510.25,72411.4398006
2005-09-27,152212.5,153873.96,153042.16,153304.62,152562.91,153689.1,153481.1,152540.92,152550.14,72405.337876
2005-09-28,153175.98,155072.76,152309.4,153433.8,153567.96,153468.6,154125.37,153076.0,152273.7,72793.1657078
2005-09-29,154870.75,153661.8,155613.81,154440.0,155131.13,154640.494,154609.44,154228.48,155106.64,72490.7259433
2005-09-30,155699.96,152855.43,154727.5,154971.0,154908.72,156048.62,153927.4,154613.55,155367.18,73125.7187783
2005-10-03,154780.89,153762.96,154530.56,154328.54,154417.13,154705.5,155838.3,154918.4,154418.4,73579.7282688
2005-10-04,153336.48,151077.82,152617.92,152755.05,153602.56,154077.46,152079.28,154063.12,153498.6,73169.7987069
2005-10-05,150481.95,146813.8,151965.58,151681.79,151238.1,151734.0,148443.37,150415.98,151049.86,72402.3499727
2005-10-06,149905.15,149415.36,149943.06,150388.14,148807.32,149203.88,149606.96,149506.5,149181.92,71282.5222033
2005-10-07,149914.42,152354.28,149900.77,150776.14,149911.08,150418.8,151164.0,149673.06,149877.6,71222.0094131
2005-10-10,149230.9,149864.8,148944.32,149062.37,149180.31,149282.84,148704.7,149938.8,149088.94,70978.4719427
2005-10-11,148764.64,150988.32,148689.2,149025.28,148906.8,149760.8,149144.96,148942.92,148708.3,71076.3217087
2005-10-12,148110.26,146559.0,148090.8,148604.04,148519.8,148785.56,146499.43,148797.27,148163.19,70994.4979097
2005-10-13,147543.75,146534.4,148045.69,147680.8,148199.48,147369.3,147210.75,148250.3,147942.7,69727.9196962
2005-10-14,148125.3,150997.05,148423.44,148507.62,148180.0,148981.2,148702.4,148683.48,148568.87,70043.3765246
2005-10-17,150076.68,149291.7,148678.99,149317.4,148502.4,150604.0,150002.19,149296.04,149230.25,70572.6639021
2005-10-18,147536.09,142856.87,148192.66,148499.33,148747.2,148570.7,147570.8,148988.34,148002.96,70562.9606985
2005-10-19,149472.54,151256.7,150323.94,149518.65,149110.0,148842.92,149124.48,149014.37,150812.76,69606.299561
2005-10-20,147322.16,144443.02,147796.7,148056.99,147781.34,147781.92,145601.45,148078.4,147485.88,70803.6045463
2005-10-21,148830.24,148234.95,147831.44,146793.0,147752.64,147553.12,148623.95,146433.36,146828.32,69985.2873609
2005-10-24,150734.28,151908.2,150466.26,149921.72,149899.2,149198.2,150939.04,149448.6,150175.96,70518.783538
2005-10-25,149267.66,152319.72,150159.88,149702.85,150279.36,150216.66,149568.0,149817.26,149736.6,71230.6965818
2005-10-26,149276.16,149208.1,150666.1,149370.4,149411.68,149392.56,149454.66,148742.43,149668.65,71170.2992536
2005-10-27,147395.82,144494.25,148771.98,148402.65,148141.88,148526.1,148797.1,148642.4,147019.06,70672.3644801
2005-10-28,149930.0,152438.4,149954.7,150651.65,149816.73,149894.15,150603.51,150150.12,150070.7,70355.8102852
2005-10-31,151634.84,150370.78,152050.0,152030.88,152809.44,151670.82,152295.36,152060.8,152768.7,72169.3402001
2005-11-01,151909.1,153254.4,151590.9,151104.72,151471.32,150750.72,150075.51,151451.3,151796.81,71729.7343592
2005-11-02,153162.52,154508.4,152797.05,152630.73,153387.6,152364.23,152749.71,151913.72,153281.76,71917.3656381
2005-11-03,152559.36,154734.0,153116.6,153447.21,154083.7,153309.09,153338.64,153741.12,152860.3,72822.8046251
2005-11-04,153230.7,151352.07,153729.24,152972.82,153874.51,153223.21,152751.05,153537.04,153816.58,72833.4607691
2005-11-07,154140.0,152629.12,153832.2,153638.48,153710.15,153143.2,152238.54,153764.97,154094.4,72554.6652769
2005-11-08,153062.84,154328.88,152692.64,152750.9,153385.44,152720.55,153137.6,152426.36,152712.87,72321.2340362
2005-11-09,152925.85,152489.57,153499.06,153632.87,153563.5,152911.2,153584.6,153269.34,153154.8,72394.7974972
2005-11-10,154899.58,152038.8,155326.5,154564.2,154389.92,154254.0,152749.71,154132.2,155552.46,72487.3698452
2005-11-11,156044.22,153942.8,154779.9,154695.51,153955.23,154348.0,154074.96,154436.52,154156.7,73094.65306
2005-11-14,154248.08,153897.0,155415.68,155223.31,155145.12,154388.95,153955.2,154026.68,154250.1,73453.0562289
2005-11-15,154039.644,154535.95,153377.96,153891.06,153684.58,153900.32,154970.28,154392.96,153849.12,73058.0482629
2005-11-16,154372.14,158104.96,153574.59,153994.07,154625.68,154740.45,154680.79,154082.28,154535.04,73148.3385477
2005-11-17,156258.56,154279.84,157191.84,156178.0,156949.65,155674.45,155737.9,155980.26,156874.95,73591.9066932
2005-11-18,156440.88,156878.96,157099.0,156794.19,156423.48,156756.6,155656.8,156675.12,157258.97,74120.9508706
2005-11-21,157240.68,159424.72,157600.38,157651.84,157530.5,156723.27,156813.0,157476.96,157494.99,74117.6922222
2005-11-22,158312.16,159102.96,159174.65,157705.32,158109.95,157938.84,158048.65,157439.67,158572.48,74494.1966727
2005-11-23,157894.88,159180.04,159230.33,158474.0,158456.88,158675.62,159156.35,158765.27,158330.04,74968.4542524
2005-11-25,159192.0,158794.13,159054.0,158877.49,159031.5,158900.28,159607.25,159050.88,159306.4,75330.4296357
2005-11-28,158407.76,155411.37,157734.75,157420.08,158282.56,158201.246,158869.88,157166.36,157840.1,74988.1612608
2005-11-29,158778.65,157260.96,157911.52,158312.13,157571.26,158277.62,157549.0,158132.82,157770.2,75293.9025235
2005-11-30,156736.32,158011.46,156319.8,157288.52,157549.47,156552.48,156724.52,156844.26,156993.3,74889.2662312
2005-12-01,159546.24,161507.6,158218.56,158922.76,158958.45,158636.06,158764.02,158767.7,158762.16,74945.3966031
2005-12-02,159041.02,158738.56,159154.6,158516.4,158754.12,158810.05,159163.44,159619.2,159196.8,75299.1638202
2005-12-05,159274.8,157887.92,159384.65,158885.8,158365.48,158595.04,159643.2,159480.2,158602.5,75223.9767952
2005-12-06,159743.73,160093.68,158233.96,159490.12,158836.68,158602.75,158923.84,158760.2,159233.97,75413.307841
2005-12-07,158587.18,156712.0,158491.35,158570.9,158614.94,158852.04,157901.44,159087.53,158935.0,75468.6904206
2005-12-08,158174.38,160378.88,158503.2,158014.5,157941.1,158109.6,159351.94,159102.96,158155.88,75044.6597958
2005-12-09,158135.22,158682.24,159436.2,158979.75,159206.19,158310.72,159850.0,158592.96,158941.31,75190.6059187
2005-12-12,158911.2,160693.76,158613.98,158778.62,159373.92,158995.98,157847.2,159607.94,158993.08,75471.1932388
2005-12-13,160172.4,157671.437,161146.04,159685.79,159577.3,160184.76,161057.28,160387.92,160369.0,75400.1189836
2005-12-14,159824.63,161926.9,160748.64,161054.96,160448.0,160870.9,160535.55,160585.51,160790.91,76014.4754273
2005-12-15,159531.02,160610.67,160360.83,160595.54,160540.38,160737.81,160927.2,160636.14,160490.88,76287.28195
2005-12-16,158940.6,157999.75,159366.6,159004.01,159491.55,159031.6,159142.1,159514.4,159365.7,75746.3432885
2005-12-19,158147.12,157378.4,158504.84,158254.8,158014.38,159144.48,157179.75,158716.74,157446.52,75573.5037523
2005-12-20,156927.99,158383.9,158364.0,158078.96,158397.03,157946.94,158979.47,158134.94,158615.92,74948.71545
2005-12-21,160479.36,158167.31,158986.81,158866.98,158652.93,159007.28,156591.63,158988.48,158552.73,75349.8842986
2005-12-22,159666.21,157767.3,159697.5,159535.6,159548.55,159287.7,159789.84,159966.81,159387.54,75243.6026134
2005-12-23,159772.2,161437.5,159273.67,159231.84,158906.31,159180.75,159550.24,159254.28,159247.12,75373.1150361
2005-12-27,157430.14,157626.06,157879.42,157408.02,157749.48,158477.76,159329.56,158053.32,157945.13,75683.8226943
2005-12-28,158976.23,159611.6,157753.05,158745.42,157959.4,158353.58,157886.82,158021.28,158089.46,75012.0573064
2005-12-29,158288.82,157915.2,157936.65,158063.2,157400.24,157949.96,158007.85,157864.95,158172.75,75111.6313152
2005-12-30,156871.91,158526.81,157286.88,157275.72,157159.56,156601.96,157482.96,157236.04,156395.59,74550.3943058
2006-01-03,160487.0,162069.6,160162.8,159078.41,159844.05,158808.54,160139.7,159137.16,160051.94,74751.9527994
2006-01-04,161098.0,161707.04,159449.28,160198.92,160903.8,160100.64,160025.65,160673.52,160327.62,75722.4952605
2006-01-05,160973.44,159005.35,160804.2,160551.508,160896.42,159611.4,158977.12,159972.54,160325.55,75954.9943823
2006-01-06,161595.72,162541.45,161635.66,161238.88,162404.0,161141.4,161764.8,161499.06,161583.84,75993.0059225
2006-01-09,161858.04,161565.25,161970.61,162557.6,162310.05,162318.75,161293.58,162242.61,162933.3,76619.7948074
2006-01-10,163383.2,161993.98,162135.25,161986.5,162295.42,161623.65,162135.86,161384.35,161851.69,76357.5793344
2006-01-11,161269.02,163642.08,162472.75,162247.75,163201.0,162067.32,161914.74,161446.39,162716.95,76711.0811755
2006-01-12,160732.02,159481.82,161412.15,161798.0,161574.96,161933.46,162202.56,162012.5,161274.85,76867.6005768
2006-01-13,161156.6,163404.45,161347.13,161014.23,161283.44,161049.32,162416.8,161518.76,161255.8,76502.1757478
2006-01-17,161380.88,162495.23,161050.0,161460.92,161293.5,161297.44,163090.48,161361.8,160891.6,76493.6858338
2006-01-18,160279.28,160143.3,160742.66,161638.17,161667.76,161378.04,161223.84,161371.68,160975.36,76346.5067235
2006-01-19,162185.85,165059.4,160749.75,162091.72,161537.05,161466.68,162838.68,162202.14,161916.37,76454.0353896
2006-01-20,159508.22,159471.18,159524.45,159691.68,159057.06,160313.23,160033.92,159466.36,159873.4,76752.4530099
2006-01-23,161267.68,162078.8,160002.54,159939.39,159670.83,159732.72,159576.76,160078.8,159710.5,75772.983764
2006-01-24,161891.56,160716.12,160090.08,160731.5,159747.64,160518.68,161619.75,160197.44,161277.74,76176.9950824
2006-01-25,160911.36,157485.38,161344.63,160815.64,161413.72,161329.83,158307.2,160533.81,160497.02,76392.3303362
2006-01-26,162046.32,162749.84,161875.25,161819.95,161132.35,160275.78,159439.5,160703.69,161208.32,76180.9015776
2006-01-27,162740.0,162669.26,162118.56,162814.86,161848.05,162898.19,161690.88,162846.21,161934.92,76799.536745
2006-01-30,162645.12,163392.32,162562.83,162922.36,163325.6,162109.85,161925.6,162311.52,161880.9,77041.8865473
2006-01-31,162401.25,162716.52,162042.66,162150.46,161933.8,161933.53,162872.1,162660.54,162459.5,76928.6678065
2006-02-01,163321.24,159414.15,162292.88,163554.8,163951.5,162747.62,162755.76,162005.63,162799.22,76817.6909028
2006-02-02,159308.8,161169.03,161308.77,161236.67,160382.12,161906.5,160855.68,161252.25,161971.2,76848.3636488
2006-02-03,160019.04,160338.27,160710.62,160230.14,159855.36,159892.09,160864.46,160480.0,160068.96,75820.7967511
2006-02-06,162150.4,160228.48,160699.56,161098.72,160226.7,160822.84,161014.88,160287.0,160828.42,75994.3917086
2006-02-07,157336.1,157363.29,159105.55,159004.0,160359.54,159575.15,159642.6,159680.14,159154.71,75824.4812495
2006-02-08,159770.88,162131.97,159780.98,160153.12,160265.1,159686.34,159130.53,160414.14,159930.68,75245.0279314
2006-02-09,159660.72,155002.86,160826.58,161351.7,159647.22,160890.98,160979.0,160278.8,160147.65,76230.2997894
2006-02-10,160248.33,159331.6,160497.32,160821.27,161218.0,160030.64,158741.1,160488.36,160594.29,75730.3830985
2006-02-13,159462.66,158738.88,159672.76,159586.74,159106.24,159688.7,159779.16,160630.45,159975.8,75814.3461916
2006-02-14,162538.88,159793.08,161128.8,161561.4,161071.66,161338.98,160300.8,160762.14,161457.16,75687.2227842
2006-02-15,161315.84,159330.76,161767.64,162026.52,161790.72,162411.12,160991.44,162016.66,162183.66,76299.7735657
2006-02-16,163107.6,163655.14,162684.9,162462.3,162913.75,162271.24,162752.0,163060.86,162268.36,76548.0323756
2006-02-17,162756.16,162051.57,162574.5,163350.8,162300.9,162804.46,163137.18,163124.77,162403.52,77101.0043586
2006-02-21,162744.3,162798.6,162375.68,162612.36,162241.2,162816.4,162353.32,162322.43,162187.26,77295.1696321
2006-02-22,162730.98,161795.7,164700.0,163438.08,164112.3,163397.52,163255.84,163706.16,163598.64,77056.169885
2006-02-23,163183.68,163178.4,163360.99,162612.48,162718.38,162988.12,162515.22,163007.84,162404.4,77035.5809953
2006-02-24,163246.4,163088.83,162986.16,163417.31,163108.8,162958.83,163137.95,163530.72,163071.54,77307.756764
2006-02-27,162508.5,161670.18,163448.28,163660.64,164243.7,163921.05,164214.05,164286.72,164006.08,77574.5542564
2006-02-28,161440.18,163270.44,161565.6,161687.5,161482.05,161649.18,162572.08,161780.64,161518.86,77040.1869548
2006-03-01,163548.0,163590.0,162653.4,162931.25,164070.4,162694.56,162479.88,163137.95,163575.72,77094.8393767
2006-03-02,164543.19,164528.2,162789.12,163006.06,162869.56,162245.43,163721.0,162577.29,162776.5,76856.3886397
2006-03-03,163175.34,162155.93,163005.14,163536.3,162937.74,163269.39,163223.84,162803.16,163382.4,77119.5884839
2006-03-06,160876.8,158992.0,162374.1,161968.8,161293.5,162409.86,160155.19,162026.3,162224.52,76979.0814551
2006-03-07,159959.0,160454.72,161819.52,161059.78,160819.5,161608.04,161184.32,161103.28,160863.84,76267.0426354
2006-03-08,160901.77,160526.7,160716.16,160992.3,160466.67,161444.48,162692.88,161987.85,161188.44,76217.3054424
2006-03-09,159459.84,159263.1,160423.65,161395.0,159642.08,161611.8,161122.5,161177.0,160920.45,76721.8350052
2006-03-10,163479.68,162617.7,161568.0,162048.88,161950.5,161526.22,162032.7,161308.95,161844.5,76158.4949092
2006-03-13,162727.04,164012.0,161780.75,162016.05,161843.2,162051.82,162891.96,162214.86,161799.02,76906.2418029
2006-03-14,164388.0,165469.36,163779.2,163942.38,164060.22,163828.96,163908.36,163360.96,164351.28,77154.8372699
2006-03-15,164333.39,165922.95,164754.25,165542.44,164982.65,163952.8,165074.42,164717.28,164923.5,77786.9572936
2006-03-16,164730.93,167566.32,164971.0,165081.0,163905.8,165687.5,165253.86,165589.5,165419.16,78253.1313164
2006-03-17,164920.91,163609.34,165152.19,165033.99,165180.48,165048.125,163845.63,165006.96,164962.98,78098.3347381
2006-03-20,164550.76,161091.81,165086.46,164606.0,165164.4,165216.48,162759.84,164734.79,164410.24,78024.3932053
2006-03-21,162589.3,164263.68,162803.22,163131.64,163199.88,163251.95,162661.34,163040.36,163542.975,77582.8693846
2006-03-22,164249.28,163949.7,164324.25,164163.16,164090.45,164301.17,164812.76,164285.55,164051.7,77361.3495991
2006-03-23,164038.46,164404.11,164072.3,163729.47,163583.61,163323.92,164386.48,164223.84,164022.48,77842.4511832
2006-03-24,164172.96,163865.55,164432.88,163965.44,164170.52,164280.0,164042.28,163955.56,164196.1,77723.7333279
2006-03-27,164450.88,165282.48,164417.11,163987.92,163754.36,163424.85,163229.4,163461.64,163919.58,77714.4631289
2006-03-28,162714.9,163734.56,162639.36,163126.68,162602.56,163051.28,164375.84,162949.8,163296.0,77710.9086199
2006-03-29,165248.33,164928.4,164387.54,164151.82,165635.73,164153.99,164619.48,163465.75,164608.2,77420.2933853
2006-03-30,163593.94,164109.6,163986.9,164489.72,164502.0,164379.6,163406.66,164171.12,164073.6,78245.4045087
2006-03-31,163814.4,163816.81,163398.19,163572.78,163096.5,163141.52,163006.98,162861.09,163322.2,77627.7328005
2006-04-03,163436.4,162971.27,163646.56,163843.68,164033.94,164178.3,163972.8,163744.0,163574.58,77813.051975
2006-04-04,164115.62,165369.0,165407.39,165135.18,163851.12,163916.48,165244.62,164634.2,164594.16,77686.414775
2006-04-05,165965.8,168085.35,164487.33,165061.12,165578.84,164925.16,166625.82,164822.66,165642.05,78212.1338526
